travelCode,userCode,name,place,days,price,total,date,price_normalized
74222,719,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-01-16,0.3115623639314412
74225,719,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-02-06,0.4180026125163283
74226,719,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-02-13,0.7411233820211377
74228,719,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-02-27,0.4180026125163283
74231,719,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-03-19,0.3115623639314412
74234,719,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-04-09,0.3115623639314412
74238,719,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-05-07,0.3115623639314412
74241,719,Hotel K,Salvador (Bh),3,263.41,790.23,2020-05-28,0.8036258559949333
74244,719,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-06-18,0.9992479119661163
74246,719,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-07-02,0.5844515694889759
74247,719,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-07-09,0.3115623639314412
74252,719,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-08-13,0.8036258559949333
74258,719,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-09-24,0.4180026125163283
74262,719,Hotel Au,Recife (Pe),1,312.83,312.83,2020-10-22,0.9992479119661163
74267,719,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-11-26,0.3115623639314412
74268,719,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-12-03,0.3115623639314412
74269,719,Hotel K,Salvador (Bh),2,263.41,526.82,2020-12-10,0.8036258559949333
74270,719,Hotel Z,Aracaju (Se),4,208.04,832.16,2020-12-17,0.5844515694889759
74273,719,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2021-01-07,0.3115623639314412
74279,719,Hotel A,Florianopolis (Sc),2,313.02,626.04,2021-02-18,0.9999999999999999
74280,719,Hotel Z,Aracaju (Se),1,208.04,208.04,2021-02-25,0.5844515694889759
74285,719,Hotel Z,Aracaju (Se),1,208.04,208.04,2021-04-01,0.5844515694889759
74291,719,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-05-13,0.9992479119661163
74294,719,Hotel Bd,Natal (Rn),2,242.88,485.76,2021-06-03,0.7223607647547797
74299,719,Hotel A,Florianopolis (Sc),3,313.02,939.06,2021-07-08,0.9999999999999999
74311,721,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2019-10-24,0.4180026125163283
74312,721,Hotel Au,Recife (Pe),4,312.83,1251.32,2019-10-31,0.9992479119661163
74314,721,Hotel K,Salvador (Bh),4,263.41,1053.64,2019-11-14,0.8036258559949333
74317,721,Hotel Au,Recife (Pe),4,312.83,1251.32,2019-12-05,0.9992479119661163
74321,721,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-01-02,0.9999999999999999
74330,721,Hotel Z,Aracaju (Se),2,208.04,416.08,2020-03-05,0.5844515694889759
74336,721,Hotel K,Salvador (Bh),2,263.41,526.82,2020-04-16,0.8036258559949333
74345,721,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-06-18,0.7411233820211377
74347,721,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-07-02,0.0
74348,721,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-07-09,0.4180026125163283
74352,721,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-08-06,0.0
74353,721,Hotel Bd,Natal (Rn),2,242.88,485.76,2020-08-13,0.7223607647547797
74355,721,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-08-27,0.0
74356,721,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-09-03,0.3115623639314412
74360,721,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-10-01,0.3115623639314412
74363,721,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-10-22,0.0
74376,722,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2019-10-31,0.0
74377,722,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2019-11-07,0.4180026125163283
74378,722,Hotel Bd,Natal (Rn),4,242.88,971.52,2019-11-14,0.7223607647547797
74379,722,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2019-11-21,0.0
74386,722,Hotel Au,Recife (Pe),3,312.83,938.49,2020-01-09,0.9992479119661163
74387,722,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-01-16,0.9999999999999999
74389,722,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-01-30,0.9992479119661163
74390,722,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-02-06,0.4180026125163283
74394,722,Hotel Bp,Brasilia (Df),1,247.62,247.62,2020-03-05,0.7411233820211377
74397,722,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-03-26,0.7223607647547797
74398,722,Hotel K,Salvador (Bh),1,263.41,263.41,2020-04-02,0.8036258559949333
74405,722,Hotel Au,Recife (Pe),2,312.83,625.66,2020-05-21,0.9992479119661163
74406,722,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-05-28,0.9999999999999999
74410,722,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-06-25,0.7223607647547797
74413,722,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-07-16,0.7223607647547797
74416,722,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-08-06,0.9992479119661163
74418,722,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-08-20,0.0
74419,722,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-08-27,0.3115623639314412
74421,722,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-09-10,0.4180026125163283
74422,722,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-09-17,0.7223607647547797
74423,722,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-09-24,0.7411233820211377
74427,722,Hotel Bd,Natal (Rn),3,242.88,728.64,2020-10-22,0.7223607647547797
74428,722,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-10-29,0.7223607647547797
74434,722,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-12-10,0.7411233820211377
74436,722,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-12-24,0.4180026125163283
74437,722,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-12-31,0.0
74440,722,Hotel Bp,Brasilia (Df),1,247.62,247.62,2021-01-21,0.7411233820211377
74443,722,Hotel K,Salvador (Bh),3,263.41,790.23,2021-02-11,0.8036258559949333
74453,723,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2019-11-28,0.0
74455,723,Hotel Bp,Brasilia (Df),2,247.62,495.24,2019-12-12,0.7411233820211377
74458,723,Hotel Z,Aracaju (Se),2,208.04,416.08,2020-01-02,0.5844515694889759
74459,723,Hotel Z,Aracaju (Se),2,208.04,416.08,2020-01-09,0.5844515694889759
74461,723,Hotel K,Salvador (Bh),1,263.41,263.41,2020-01-23,0.8036258559949333
74463,723,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-02-06,0.9999999999999999
74465,723,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-02-20,0.3115623639314412
74467,723,Hotel Bp,Brasilia (Df),2,247.62,495.24,2020-03-05,0.7411233820211377
74469,723,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-03-19,0.3115623639314412
74479,723,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-05-28,0.4180026125163283
74481,723,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-06-11,0.9999999999999999
74483,723,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-06-25,0.9999999999999999
74484,723,Hotel K,Salvador (Bh),1,263.41,263.41,2020-07-02,0.8036258559949333
74485,723,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-07-09,0.4180026125163283
74488,723,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-07-30,0.9992479119661163
74489,723,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-08-06,0.7411233820211377
74490,723,Hotel Bd,Natal (Rn),3,242.88,728.64,2020-08-13,0.7223607647547797
74492,723,Hotel Au,Recife (Pe),4,312.83,1251.32,2020-08-27,0.9992479119661163
74493,723,Hotel Au,Recife (Pe),3,312.83,938.49,2020-09-03,0.9992479119661163
74496,723,Hotel K,Salvador (Bh),2,263.41,526.82,2020-09-24,0.8036258559949333
74497,723,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-10-01,0.7223607647547797
74499,723,Hotel Af,Sao Paulo (Sp),2,139.1,278.2,2020-10-15,0.3115623639314412
74500,723,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-10-22,0.0
74503,723,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-11-12,0.0
74509,723,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-12-24,0.4180026125163283
74512,723,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-01-14,0.0
74518,723,Hotel Bd,Natal (Rn),1,242.88,242.88,2021-02-25,0.7223607647547797
74519,723,Hotel A,Florianopolis (Sc),3,313.02,939.06,2021-03-04,0.9999999999999999
74528,723,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2021-05-06,0.9999999999999999
74535,724,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2019-10-03,0.3115623639314412
74537,724,Hotel K,Salvador (Bh),3,263.41,790.23,2019-10-17,0.8036258559949333
74540,724,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2019-11-07,0.0
74544,724,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2019-12-05,0.3115623639314412
74557,724,Hotel K,Salvador (Bh),2,263.41,526.82,2020-03-05,0.8036258559949333
74562,724,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-04-09,0.3115623639314412
74566,724,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-05-07,0.0
74571,724,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2020-06-11,0.0
74573,724,Hotel Au,Recife (Pe),2,312.83,625.66,2020-06-25,0.9992479119661163
74574,724,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-07-02,0.4180026125163283
74578,724,Hotel Au,Recife (Pe),1,312.83,312.83,2020-07-30,0.9992479119661163
74590,724,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-10-22,0.4180026125163283
74592,724,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-11-05,0.0
74600,724,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-12-31,0.0
74601,724,Hotel Z,Aracaju (Se),3,208.04,624.12,2021-01-07,0.5844515694889759
74602,724,Hotel Z,Aracaju (Se),4,208.04,832.16,2021-01-14,0.5844515694889759
74605,724,Hotel Au,Recife (Pe),2,312.83,625.66,2021-02-04,0.9992479119661163
74607,724,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-02-18,0.4180026125163283
74613,724,Hotel A,Florianopolis (Sc),1,313.02,313.02,2021-04-01,0.9999999999999999
74615,724,Hotel Au,Recife (Pe),2,312.83,625.66,2021-04-15,0.9992479119661163
74616,724,Hotel Bd,Natal (Rn),2,242.88,485.76,2021-04-22,0.7223607647547797
74619,724,Hotel Au,Recife (Pe),4,312.83,1251.32,2021-05-13,0.9992479119661163
74623,724,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-06-10,0.0
74625,724,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2021-06-24,0.4180026125163283
74628,724,Hotel Bp,Brasilia (Df),1,247.62,247.62,2021-07-15,0.7411233820211377
74629,724,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2021-07-22,0.4180026125163283
74631,724,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2021-08-05,0.4180026125163283
74632,724,Hotel K,Salvador (Bh),4,263.41,1053.64,2021-08-12,0.8036258559949333
74639,724,Hotel Bp,Brasilia (Df),3,247.62,742.86,2021-09-30,0.7411233820211377
74640,724,Hotel Au,Recife (Pe),2,312.83,625.66,2021-10-07,0.9992479119661163
74641,724,Hotel Z,Aracaju (Se),4,208.04,832.16,2021-10-14,0.5844515694889759
74646,725,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2019-10-03,0.3115623639314412
74647,725,Hotel K,Salvador (Bh),1,263.41,263.41,2019-10-10,0.8036258559949333
74649,725,Hotel Bp,Brasilia (Df),1,247.62,247.62,2019-10-24,0.7411233820211377
74650,725,Hotel K,Salvador (Bh),3,263.41,790.23,2019-10-31,0.8036258559949333
74653,725,Hotel Au,Recife (Pe),3,312.83,938.49,2019-11-21,0.9992479119661163
74661,725,Hotel Z,Aracaju (Se),4,208.04,832.16,2020-01-16,0.5844515694889759
74666,725,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-02-20,0.0
74669,725,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-03-12,0.9999999999999999
74671,725,Hotel Z,Aracaju (Se),4,208.04,832.16,2020-03-26,0.5844515694889759
74681,725,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2020-06-04,0.4180026125163283
74684,725,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-06-25,0.0
74686,725,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-07-09,0.9999999999999999
74690,725,Hotel Au,Recife (Pe),2,312.83,625.66,2020-08-06,0.9992479119661163
74695,725,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-09-10,0.3115623639314412
74697,725,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-09-24,0.7223607647547797
74702,725,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-10-29,0.8036258559949333
74704,725,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-11-12,0.4180026125163283
74706,725,Hotel Bp,Brasilia (Df),4,247.62,990.48,2020-11-26,0.7411233820211377
74712,725,Hotel Au,Recife (Pe),1,312.83,312.83,2021-01-07,0.9992479119661163
74713,725,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-01-14,0.0
74716,726,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2019-10-10,0.4180026125163283
74727,726,Hotel Bd,Natal (Rn),4,242.88,971.52,2019-12-26,0.7223607647547797
74731,726,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-01-23,0.9999999999999999
74734,726,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-02-13,0.4180026125163283
74736,726,Hotel Bd,Natal (Rn),2,242.88,485.76,2020-02-27,0.7223607647547797
74742,726,Hotel Z,Aracaju (Se),2,208.04,416.08,2020-04-09,0.5844515694889759
74749,726,Hotel K,Salvador (Bh),2,263.41,526.82,2020-05-28,0.8036258559949333
74756,726,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-07-16,0.0
74760,726,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-08-13,0.7223607647547797
74761,726,Hotel Bd,Natal (Rn),2,242.88,485.76,2020-08-20,0.7223607647547797
74762,726,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-08-27,0.9999999999999999
74767,726,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-10-01,0.4180026125163283
74769,726,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-10-15,0.5844515694889759
74773,726,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-11-12,0.0
74775,726,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-11-26,0.4180026125163283
74776,726,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-12-03,0.3115623639314412
74777,726,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-12-10,0.5844515694889759
74778,726,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-12-17,0.0
74779,726,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2020-12-24,0.9999999999999999
74782,726,Hotel Bp,Brasilia (Df),1,247.62,247.62,2021-01-14,0.7411233820211377
74783,726,Hotel K,Salvador (Bh),3,263.41,790.23,2021-01-21,0.8036258559949333
74789,726,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2021-03-04,0.0
74793,726,Hotel A,Florianopolis (Sc),2,313.02,626.04,2021-04-01,0.9999999999999999
74795,726,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2021-04-15,0.3115623639314412
74799,726,Hotel Z,Aracaju (Se),4,208.04,832.16,2021-05-13,0.5844515694889759
74806,727,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2019-10-24,0.4180026125163283
74810,727,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2019-11-21,0.4180026125163283
74811,727,Hotel Bd,Natal (Rn),3,242.88,728.64,2019-11-28,0.7223607647547797
74814,727,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2019-12-19,0.3115623639314412
74822,727,Hotel K,Salvador (Bh),2,263.41,526.82,2020-02-13,0.8036258559949333
74825,727,Hotel Au,Recife (Pe),2,312.83,625.66,2020-03-05,0.9992479119661163
74827,727,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-03-19,0.4180026125163283
74828,727,Hotel Au,Recife (Pe),2,312.83,625.66,2020-03-26,0.9992479119661163
74829,727,Hotel Z,Aracaju (Se),4,208.04,832.16,2020-04-02,0.5844515694889759
74837,727,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-05-28,0.0
74840,727,Hotel Bd,Natal (Rn),1,242.88,242.88,2020-06-18,0.7223607647547797
74848,727,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-08-13,0.9999999999999999
74850,727,Hotel Au,Recife (Pe),2,312.83,625.66,2020-08-27,0.9992479119661163
74854,727,Hotel K,Salvador (Bh),2,263.41,526.82,2020-09-24,0.8036258559949333
74855,727,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-10-01,0.9999999999999999
74858,727,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-10-22,0.4180026125163283
74860,727,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-11-05,0.0
74864,727,Hotel Au,Recife (Pe),3,312.83,938.49,2020-12-03,0.9992479119661163
74866,727,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-12-17,0.4180026125163283
74868,727,Hotel Bp,Brasilia (Df),3,247.62,742.86,2020-12-31,0.7411233820211377
74869,727,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2021-01-07,0.3115623639314412
74871,727,Hotel Z,Aracaju (Se),1,208.04,208.04,2021-01-21,0.5844515694889759
74874,727,Hotel Bd,Natal (Rn),2,242.88,485.76,2021-02-11,0.7223607647547797
74877,727,Hotel K,Salvador (Bh),1,263.41,263.41,2021-03-04,0.8036258559949333
74879,727,Hotel Bd,Natal (Rn),1,242.88,242.88,2021-03-18,0.7223607647547797
74881,727,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-04-01,0.0
74882,727,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-04-08,0.4180026125163283
74885,727,Hotel Bp,Brasilia (Df),3,247.62,742.86,2021-04-29,0.7411233820211377
74892,727,Hotel Au,Recife (Pe),1,312.83,312.83,2021-06-17,0.9992479119661163
74897,727,Hotel Bw,Campo Grande (Ms),4,60.39,241.56,2021-07-22,0.0
74899,727,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2021-08-05,0.0
74904,727,Hotel Bd,Natal (Rn),3,242.88,728.64,2021-09-09,0.7223607647547797
74905,727,Hotel K,Salvador (Bh),2,263.41,526.82,2021-09-16,0.8036258559949333
74907,727,Hotel A,Florianopolis (Sc),4,313.02,1252.08,2021-09-30,0.9999999999999999
74910,727,Hotel A,Florianopolis (Sc),3,313.02,939.06,2021-10-21,0.9999999999999999
74919,727,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2021-12-23,0.4180026125163283
74923,727,Hotel K,Salvador (Bh),1,263.41,263.41,2022-01-20,0.8036258559949333
74927,727,Hotel Z,Aracaju (Se),4,208.04,832.16,2022-02-17,0.5844515694889759
74931,727,Hotel Bp,Brasilia (Df),3,247.62,742.86,2022-03-17,0.7411233820211377
74936,727,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2022-04-21,0.0
74937,727,Hotel Bd,Natal (Rn),4,242.88,971.52,2022-04-28,0.7223607647547797
74941,727,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2022-05-26,0.4180026125163283
74942,727,Hotel K,Salvador (Bh),3,263.41,790.23,2022-06-02,0.8036258559949333
74945,727,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2022-06-23,0.4180026125163283
74951,727,Hotel Au,Recife (Pe),1,312.83,312.83,2022-08-04,0.9992479119661163
74953,727,Hotel Au,Recife (Pe),2,312.83,625.66,2022-08-18,0.9992479119661163
74954,727,Hotel Bd,Natal (Rn),1,242.88,242.88,2022-08-25,0.7223607647547797
74955,727,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2022-09-01,0.3115623639314412
74956,727,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2022-09-08,0.3115623639314412
74962,727,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2022-10-20,0.4180026125163283
74964,727,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2022-11-03,0.4180026125163283
74967,727,Hotel A,Florianopolis (Sc),3,313.02,939.06,2022-11-24,0.9999999999999999
74968,727,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2022-12-01,0.3115623639314412
74970,727,Hotel Au,Recife (Pe),2,312.83,625.66,2022-12-15,0.9992479119661163
74976,727,Hotel Bp,Brasilia (Df),4,247.62,990.48,2023-01-26,0.7411233820211377
74980,727,Hotel A,Florianopolis (Sc),2,313.02,626.04,2023-02-23,0.9999999999999999
74982,727,Hotel A,Florianopolis (Sc),3,313.02,939.06,2023-03-09,0.9999999999999999
74983,727,Hotel A,Florianopolis (Sc),1,313.02,313.02,2023-03-16,0.9999999999999999
74984,727,Hotel Z,Aracaju (Se),2,208.04,416.08,2023-03-23,0.5844515694889759
74985,727,Hotel Au,Recife (Pe),1,312.83,312.83,2023-03-30,0.9992479119661163
74989,727,Hotel Au,Recife (Pe),3,312.83,938.49,2023-04-27,0.9992479119661163
74995,728,Hotel Bp,Brasilia (Df),4,247.62,990.48,2019-10-10,0.7411233820211377
74997,728,Hotel Bd,Natal (Rn),4,242.88,971.52,2019-10-24,0.7223607647547797
74998,728,Hotel Bp,Brasilia (Df),2,247.62,495.24,2019-10-31,0.7411233820211377
74999,728,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2019-11-07,0.0
75002,728,Hotel K,Salvador (Bh),4,263.41,1053.64,2019-11-28,0.8036258559949333
75009,728,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-01-16,0.0
75012,728,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-02-06,0.0
75013,728,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-02-13,0.0
75020,729,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2019-09-26,0.0
75022,729,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2019-10-10,0.4180026125163283
75026,729,Hotel Bp,Brasilia (Df),1,247.62,247.62,2019-11-07,0.7411233820211377
75027,729,Hotel Cb,Rio De Janeiro (Rj),2,165.99,331.98,2019-11-14,0.4180026125163283
75028,729,Hotel A,Florianopolis (Sc),3,313.02,939.06,2019-11-21,0.9999999999999999
75035,729,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-01-09,0.3115623639314412
75042,729,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-02-27,0.3115623639314412
75043,729,Hotel Bw,Campo Grande (Ms),1,60.39,60.39,2020-03-05,0.0
75046,729,Hotel K,Salvador (Bh),3,263.41,790.23,2020-03-26,0.8036258559949333
75048,729,Hotel Cb,Rio De Janeiro (Rj),4,165.99,663.96,2020-04-09,0.4180026125163283
75050,729,Hotel K,Salvador (Bh),2,263.41,526.82,2020-04-23,0.8036258559949333
75052,729,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-05-07,0.7223607647547797
75054,729,Hotel K,Salvador (Bh),1,263.41,263.41,2020-05-21,0.8036258559949333
75055,729,Hotel Z,Aracaju (Se),4,208.04,832.16,2020-05-28,0.5844515694889759
75057,729,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-06-11,0.9999999999999999
75060,729,Hotel K,Salvador (Bh),3,263.41,790.23,2020-07-02,0.8036258559949333
75062,729,Hotel Bw,Campo Grande (Ms),2,60.39,120.78,2020-07-16,0.0
75065,729,Hotel Au,Recife (Pe),2,312.83,625.66,2020-08-06,0.9992479119661163
75066,729,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-08-13,0.8036258559949333
75067,729,Hotel Z,Aracaju (Se),3,208.04,624.12,2020-08-20,0.5844515694889759
75073,729,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-10-01,0.9999999999999999
75075,729,Hotel Cb,Rio De Janeiro (Rj),3,165.99,497.97,2020-10-15,0.4180026125163283
75077,729,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-10-29,0.9999999999999999
75082,729,Hotel Af,Sao Paulo (Sp),3,139.1,417.3,2020-12-03,0.3115623639314412
75084,730,Hotel K,Salvador (Bh),2,263.41,526.82,2019-09-26,0.8036258559949333
75086,730,Hotel Bp,Brasilia (Df),2,247.62,495.24,2019-10-10,0.7411233820211377
75088,730,Hotel K,Salvador (Bh),3,263.41,790.23,2019-10-24,0.8036258559949333
75089,730,Hotel Bp,Brasilia (Df),4,247.62,990.48,2019-10-31,0.7411233820211377
75096,730,Hotel Bp,Brasilia (Df),1,247.62,247.62,2019-12-19,0.7411233820211377
75102,730,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-01-30,0.7223607647547797
75103,730,Hotel Af,Sao Paulo (Sp),1,139.1,139.1,2020-02-06,0.3115623639314412
75108,730,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-03-12,0.8036258559949333
75110,730,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-03-26,0.4180026125163283
75113,730,Hotel Af,Sao Paulo (Sp),4,139.1,556.4,2020-04-16,0.3115623639314412
75116,730,Hotel Au,Recife (Pe),2,312.83,625.66,2020-05-07,0.9992479119661163
75120,730,Hotel Cb,Rio De Janeiro (Rj),1,165.99,165.99,2020-06-04,0.4180026125163283
75121,730,Hotel Z,Aracaju (Se),2,208.04,416.08,2020-06-11,0.5844515694889759
75122,730,Hotel K,Salvador (Bh),3,263.41,790.23,2020-06-18,0.8036258559949333
75124,730,Hotel A,Florianopolis (Sc),1,313.02,313.02,2020-07-02,0.9999999999999999
75130,730,Hotel K,Salvador (Bh),2,263.41,526.82,2020-08-13,0.8036258559949333
75131,730,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-08-20,0.0
75135,730,Hotel A,Florianopolis (Sc),3,313.02,939.06,2020-09-17,0.9999999999999999
75136,730,Hotel Bw,Campo Grande (Ms),3,60.39,181.17,2020-09-24,0.0
75141,730,Hotel Bd,Natal (Rn),4,242.88,971.52,2020-10-29,0.7223607647547797
75142,730,Hotel Z,Aracaju (Se),1,208.04,208.04,2020-11-05,0.5844515694889759
75144,730,Hotel K,Salvador (Bh),4,263.41,1053.64,2020-11-19,0.8036258559949333
75145,730,Hotel A,Florianopolis (Sc),2,313.02,626.04,2020-11-26,0.9999999999999999
75148,730,Hotel Au,Recife (Pe),1,312.83,312.83,2020-12-17,0.9992479119661163
